"","X","hitid","assignmentaccepttime","Answer.Qasmm1","Answer.Qasmm2","Answer.acrossLabel","Answer.cond","Answer.Qasm2","Answer.Qasm1","Answer.withinLabel","Answer.label","Answer.Qwsmm1","Answer.Qwsmm2","Answer.sample","Answer.acrossTarget","Answer.mainNum","Answer.acrossOther","Answer.click1","Answer.click2","Answer.Qwsm1","Answer.question1","Answer.Qwsm2","Answer.question2","Answer.withinTarget","Answer.dist","Answer.withinOther","Answer.Qacheck","Answer.Qwcheck","runNum","workerids"
"175",175,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:13:43 PDT 2012",0,0,"""NA""","""3""",0,0,"""NA""",0,0,0,1,"""a""",13,"""c""","""correct""","""correct""",1,TRUE,0,TRUE,"""d""","[]","""b""",0,0,4,"170"
"176",176,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:15:23 PDT 2012",0,0,"""tupa""","""4""",1,0,"""wug""",1,0,0,1,"""c""",13,"""d""","""correct""","""correct""",1,TRUE,0,TRUE,"""a""","[]","""b""",0,0,4,"171"
"177",177,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:15:28 PDT 2012",0,0,"""blicket""","""4""",1,0,"""fep""",1,0,0,1,"""b""",13,"""c""","""correct""","""correct""",1,TRUE,0,TRUE,"""d""","[]","""a""",0,0,4,"172"
"178",178,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:14:25 PDT 2012",0,1,"""blicket""","""4""",1,1,"""tupa""",1,0,0,1,"""a""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""d""",0,0,4,"173"
"179",179,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:16:54 PDT 2012",0,0,"""NA""","""1""",1,1,"""NA""",0,0,0,0,"""d""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""c""",0,0,4,"174"
"180",180,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:16:17 PDT 2012",0,0,"""wug""","""4""",1,1,"""blicket""",1,0,0,1,"""a""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""d""",0,0,4,"175"
"181",181,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:17:37 PDT 2012",0,0,"""NA""","""1""",1,1,"""NA""",0,0,0,0,"""b""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""a""",0,0,4,"176"
"182",182,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:18:45 PDT 2012",0,1,"""fep""","""2""",1,1,"""wug""",1,0,0,0,"""b""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""c""",0,0,4,"177"
"183",183,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:19:02 PDT 2012",1,1,"""tupa""","""2""",1,1,"""blicket""",1,0,0,0,"""a""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""b""",0,0,4,"178"
"184",184,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:19:51 PDT 2012",1,1,"""fep""","""2""",1,1,"""blicket""",1,0,0,0,"""c""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""d""",0,0,4,"179"
"185",185,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:20:35 PDT 2012",1,1,"""NA""","""3""",1,1,"""NA""",0,0,0,1,"""a""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""d""",0,0,4,"180"
"186",186,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:20:42 PDT 2012",0,0,"""NA""","""3""",1,0,"""NA""",0,0,0,1,"""c""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""b""",0,0,4,"181"
"187",187,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:21:15 PDT 2012",1,1,"""NA""","""3""",1,1,"""NA""",0,0,0,1,"""b""",13,"""d""","""correct""","""false""",1,TRUE,1,TRUE,"""c""","[]","""a""",0,0,4,"182"
"188",188,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:21:51 PDT 2012",0,0,"""NA""","""3""",1,1,"""NA""",0,1,0,1,"""c""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""d""",0,0,4,"183"
"189",189,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:21:49 PDT 2012",0,1,"""NA""","""3""",1,0,"""NA""",0,1,1,1,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""a""",0,0,4,"184"
"190",190,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:21:29 PDT 2012",0,0,"""NA""","""3""",1,1,"""NA""",0,0,0,1,"""a""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""d""",0,0,4,"185"
"191",191,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:24:24 PDT 2012",1,1,"""NA""","""1""",1,1,"""NA""",0,0,0,0,"""b""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""c""",0,0,4,"186"
"192",192,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:24:46 PDT 2012",1,0,"""NA""","""1""",1,1,"""NA""",0,0,0,0,"""b""",13,"""a""","""correct""","""correct""",0,TRUE,1,TRUE,"""c""","[]","""d""",0,0,4,"187"
"193",193,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:24:54 PDT 2012",0,0,"""NA""","""1""",1,1,"""NA""",0,0,0,0,"""b""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""a""",0,0,4,"188"
"194",194,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:26:04 PDT 2012",0,0,"""tupa""","""4""",1,1,"""fep""",1,0,0,1,"""a""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""d""",0,0,4,"56"
"195",195,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:25:48 PDT 2012",0,0,"""fep""","""4""",1,1,"""wug""",1,0,0,1,"""c""",13,"""b""","""false""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""a""",0,1,4,"189"
"196",196,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:26:39 PDT 2012",0,0,"""tupa""","""4""",1,1,"""wug""",1,0,0,1,"""d""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""c""",0,0,4,"190"
"197",197,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:27:55 PDT 2012",0,0,"""blicket""","""2""",0,0,"""wug""",1,0,0,0,"""a""",13,"""b""","""correct""","""correct""",1,TRUE,0,TRUE,"""d""","[]","""c""",0,0,4,"191"
"198",198,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:27:29 PDT 2012",0,1,"""wug""","""2""",1,1,"""blicket""",1,0,0,0,"""b""",13,"""d""","""correct""","""correct""",0,TRUE,1,TRUE,"""c""","[]","""a""",0,0,4,"192"
"199",199,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:28:36 PDT 2012",0,0,"""fep""","""2""",1,1,"""wug""",1,0,0,0,"""c""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""a""",0,0,4,"193"
"200",200,"2PAV7WGKCCVL4WIAZ8DHGPQ5PSDT3R","Mon Apr 16 17:30:04 PDT 2012",0,0,"""tupa""","""2""",0,1,"""fep""",1,0,0,0,"""a""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""d""",0,0,4,"194"
"201",201,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 13:53:38 PDT 2012",0,0,"""blicket""","""2""",1,1,"""fep""",1,0,0,1,"""c""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""d""",0,0,5,"195"
"202",202,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 13:54:41 PDT 2012",0,0,"""blicket""","""2""",1,1,"""fep""",1,0,1,1,"""c""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""b""",0,0,5,"196"
"203",203,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 13:55:31 PDT 2012",1,1,"""blicket""","""1""",1,1,"""tupa""",1,1,1,0,"""d""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""c""",0,0,5,"197"
"204",204,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 13:57:44 PDT 2012",0,0,"""wug""","""1""",1,1,"""fep""",1,0,0,0,"""c""",13,"""b""","""correct""","""correct""",1,TRUE,0,TRUE,"""a""","[]","""d""",0,0,5,"198"
"205",205,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 13:58:16 PDT 2012",0,0,"""blicket""","""1""",0,0,"""wug""",1,0,0,0,"""b""",13,"""c""","""correct""","""correct""",0,TRUE,0,TRUE,"""d""","[]","""a""",0,0,5,"199"
"206",206,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 13:57:58 PDT 2012",1,1,"""fep""","""1""",1,1,"""blicket""",1,1,1,0,"""c""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""a""",0,0,5,"200"
"207",207,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:00:10 PDT 2012",1,0,"""fep""","""2""",1,1,"""wug""",1,0,0,1,"""b""",13,"""a""","""correct""","""correct""",1,TRUE,0,TRUE,"""c""","[]","""d""",0,0,5,"201"
"208",208,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:01:53 PDT 2012",1,1,"""fep""","""2""",1,1,"""tupa""",1,0,0,1,"""b""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""c""",0,0,5,"202"
"209",209,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:03:55 PDT 2012",1,1,"""blicket""","""2""",1,1,"""wug""",1,1,1,1,"""a""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""c""",0,0,5,"203"
"210",210,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:04:27 PDT 2012",0,0,"""fep""","""2""",1,1,"""tupa""",1,0,0,1,"""c""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""a""",0,0,5,"204"
"211",211,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:07:42 PDT 2012",1,0,"""tupa""","""1""",1,1,"""wug""",1,0,0,0,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""a""",0,0,5,"205"
"212",212,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:09:50 PDT 2012",1,1,"""blicket""","""1""",1,1,"""tupa""",1,1,1,0,"""c""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""d""",0,0,5,"206"
"213",213,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:09:50 PDT 2012",0,0,"""tupa""","""1""",0,1,"""fep""",1,0,0,0,"""d""",13,"""a""","""correct""","""correct""",1,TRUE,0,TRUE,"""b""","[]","""c""",0,0,5,"24"
"214",214,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:09:47 PDT 2012",1,1,"""tupa""","""1""",1,1,"""wug""",1,0,0,0,"""a""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""d""",0,0,5,"207"
"215",215,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:10:25 PDT 2012",0,0,"""fep""","""1""",1,1,"""wug""",1,1,0,0,"""d""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""c""",0,0,5,"208"
"216",216,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:10:24 PDT 2012",0,0,"""fep""","""1""",0,0,"""wug""",1,0,0,0,"""b""",13,"""c""","""correct""","""correct""",1,TRUE,0,TRUE,"""a""","[]","""d""",0,0,5,"209"
"217",217,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:10:56 PDT 2012",1,1,"""tupa""","""2""",1,1,"""blicket""",1,1,1,1,"""c""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""d""",0,0,5,"210"
"218",218,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:10:26 PDT 2012",1,1,"""blicket""","""1""",1,1,"""tupa""",1,0,0,0,"""b""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""d""",0,0,5,"211"
"219",219,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:12:11 PDT 2012",1,1,"""blicket""","""2""",1,1,"""fep""",1,1,1,1,"""d""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""a""",0,0,5,"212"
"220",220,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:12:13 PDT 2012",1,1,"""tupa""","""2""",1,1,"""blicket""",1,1,0,1,"""d""",13,"""c""","""correct""","""false""",1,TRUE,1,TRUE,"""a""","[]","""b""",0,0,5,"213"
"221",221,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:11:51 PDT 2012",1,0,"""blicket""","""2""",1,1,"""tupa""",1,0,0,1,"""d""",13,"""a""","""correct""","""correct""",0,TRUE,1,TRUE,"""c""","[]","""b""",0,0,5,"214"
"222",222,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:12:25 PDT 2012",0,0,"""fep""","""2""",0,1,"""blicket""",1,0,0,1,"""a""",13,"""d""","""correct""","""correct""",0,TRUE,1,TRUE,"""c""","[]","""b""",0,0,5,"215"
"223",223,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:12:38 PDT 2012",0,0,"""fep""","""2""",0,1,"""tupa""",1,0,0,1,"""d""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""b""",0,0,5,"216"
"224",224,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:13:33 PDT 2012",0,0,"""tupa""","""2""",0,1,"""fep""",1,0,0,1,"""a""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""c""",0,0,5,"217"
"225",225,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:13:05 PDT 2012",1,0,"""blicket""","""2""",1,1,"""wug""",1,0,0,1,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""a""",0,0,5,"218"
"226",226,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:12:34 PDT 2012",1,1,"""wug""","""2""",1,1,"""fep""",1,1,1,1,"""c""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""a""",0,0,5,"219"
"227",227,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:13:13 PDT 2012",1,1,"""fep""","""2""",1,1,"""tupa""",1,1,1,1,"""a""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""c""",0,0,5,"220"
"228",228,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:13:07 PDT 2012",0,0,"""blicket""","""2""",1,1,"""fep""",1,0,0,1,"""c""",13,"""b""","""correct""","""correct""",1,TRUE,0,TRUE,"""d""","[]","""a""",0,0,5,"221"
"229",229,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:13:56 PDT 2012",0,0,"""tupa""","""2""",1,0,"""fep""",1,0,0,1,"""d""",13,"""b""","""correct""","""correct""",0,TRUE,0,TRUE,"""a""","[]","""c""",0,0,5,"222"
"230",230,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:13:26 PDT 2012",0,0,"""wug""","""2""",1,1,"""tupa""",1,0,0,1,"""c""",13,"""a""","""false""","""false""",1,TRUE,0,TRUE,"""b""","[]","""d""",0,0,5,"223"
"231",231,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:15:37 PDT 2012",0,0,"""tupa""","""1""",1,0,"""wug""",1,0,0,0,"""b""",13,"""a""","""correct""","""correct""",1,TRUE,0,TRUE,"""d""","[]","""c""",0,0,5,"224"
"232",232,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:15:32 PDT 2012",0,0,"""wug""","""1""",1,1,"""tupa""",1,0,0,0,"""c""",13,"""a""","""correct""","""correct""",1,TRUE,0,TRUE,"""d""","[]","""b""",0,0,5,"225"
"233",233,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:15:30 PDT 2012",0,0,"""tupa""","""1""",1,1,"""fep""",1,0,0,0,"""d""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""b""",0,0,5,"226"
"234",234,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:15:41 PDT 2012",0,0,"""fep""","""1""",0,0,"""blicket""",1,0,0,0,"""a""",13,"""b""","""correct""","""correct""",1,TRUE,0,TRUE,"""d""","[]","""c""",0,0,5,"227"
"235",235,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:15:40 PDT 2012",1,0,"""blicket""","""1""",1,1,"""wug""",1,0,0,0,"""c""",13,"""b""","""correct""","""correct""",1,TRUE,0,TRUE,"""d""","[]","""a""",0,0,5,"228"
"236",236,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:17:09 PDT 2012",0,0,"""blicket""","""1""",0,0,"""fep""",1,0,0,0,"""b""",13,"""d""","""correct""","""correct""",0,TRUE,0,TRUE,"""c""","[]","""a""",0,0,5,"229"
"237",237,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:17:27 PDT 2012",1,0,"""blicket""","""1""",1,1,"""wug""",1,0,0,0,"""d""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""b""",0,0,5,"230"
"238",238,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:17:21 PDT 2012",0,0,"""tupa""","""1""",0,0,"""blicket""",1,0,0,0,"""b""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""d""",0,0,5,"231"
"239",239,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:19:00 PDT 2012",0,0,"""fep""","""1""",1,1,"""tupa""",1,0,0,0,"""a""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""b""",0,0,5,"232"
"240",240,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:18:47 PDT 2012",0,0,"""wug""","""1""",1,1,"""tupa""",1,0,0,0,"""a""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""b""",0,0,5,"233"
"241",241,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:17:09 PDT 2012",0,0,"""fep""","""1""",0,1,"""wug""",1,0,0,0,"""a""",13,"""d""","""correct""","""correct""",0,TRUE,0,TRUE,"""c""","[]","""b""",0,0,5,"234"
"242",242,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:16:46 PDT 2012",0,0,"""tupa""","""1""",1,0,"""wug""",1,0,0,0,"""b""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""c""",0,0,5,"235"
"243",243,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:19:41 PDT 2012",0,0,"""fep""","""2""",1,0,"""tupa""",1,0,0,1,"""c""",13,"""b""","""correct""","""correct""",1,TRUE,0,TRUE,"""d""","[]","""a""",0,0,5,"236"
"244",244,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:19:46 PDT 2012",0,0,"""tupa""","""2""",1,1,"""blicket""",1,0,0,1,"""d""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""b""",0,0,5,"237"
"245",245,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:19:56 PDT 2012",0,0,"""blicket""","""2""",1,1,"""fep""",1,0,0,1,"""a""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""d""",0,0,5,"238"
"246",246,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:20:40 PDT 2012",0,0,"""blicket""","""2""",0,0,"""fep""",1,0,0,1,"""c""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""b""",0,0,5,"239"
"247",247,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:21:46 PDT 2012",1,1,"""wug""","""2""",1,1,"""tupa""",1,0,0,1,"""a""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""d""",0,0,5,"240"
"248",248,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:20:16 PDT 2012",1,1,"""wug""","""2""",1,1,"""blicket""",1,0,0,1,"""b""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""a""",0,0,5,"241"
"249",249,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:22:01 PDT 2012",1,1,"""fep""","""2""",1,1,"""blicket""",1,1,0,1,"""a""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""c""",0,0,5,"242"
"250",250,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:22:51 PDT 2012",1,1,"""wug""","""2""",1,1,"""blicket""",1,0,0,1,"""b""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""c""",0,0,5,"243"
"251",251,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:23:00 PDT 2012",0,0,"""tupa""","""2""",1,1,"""fep""",1,0,0,1,"""d""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""a""",0,0,5,"244"
"252",252,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:23:04 PDT 2012",0,0,"""tupa""","""2""",1,1,"""wug""",1,0,0,1,"""d""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""c""","[]","""b""",0,0,5,"245"
"253",253,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:22:23 PDT 2012",0,0,"""blicket""","""2""",1,1,"""tupa""",1,0,0,1,"""b""",13,"""d""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""c""",0,0,5,"246"
"254",254,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:23:19 PDT 2012",1,1,"""wug""","""1""",1,1,"""blicket""",1,1,1,0,"""c""",13,"""a""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""b""",0,0,5,"247"
"255",255,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:23:40 PDT 2012",0,0,"""wug""","""1""",1,0,"""blicket""",1,0,0,0,"""c""",13,"""d""","""correct""","""correct""",1,TRUE,0,TRUE,"""a""","[]","""b""",0,0,5,"248"
"256",256,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:24:21 PDT 2012",0,0,"""fep""","""1""",1,0,"""tupa""",1,0,0,0,"""c""",13,"""a""","""correct""","""correct""",1,TRUE,0,TRUE,"""b""","[]","""d""",0,0,5,"249"
"257",257,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:24:30 PDT 2012",1,0,"""wug""","""1""",1,1,"""tupa""",1,0,0,0,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,1,TRUE,"""b""","[]","""a""",0,0,5,"250"
"258",258,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:24:05 PDT 2012",0,0,"""blicket""","""1""",1,1,"""tupa""",1,0,0,0,"""d""",13,"""c""","""correct""","""correct""",1,TRUE,0,TRUE,"""a""","[]","""b""",0,0,5,"251"
"259",259,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:23:57 PDT 2012",0,0,"""fep""","""1""",0,0,"""blicket""",1,0,0,0,"""b""",13,"""d""","""correct""","""correct""",0,TRUE,0,TRUE,"""c""","[]","""a""",0,0,5,"252"
"260",260,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:25:11 PDT 2012",0,0,"""tupa""","""1""",1,1,"""blicket""",1,0,0,0,"""b""",13,"""c""","""correct""","""correct""",1,TRUE,0,TRUE,"""d""","[]","""a""",0,0,5,"253"
"261",261,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:26:46 PDT 2012",1,1,"""blicket""","""2""",1,1,"""tupa""",1,1,1,1,"""c""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""a""","[]","""d""",0,0,5,"254"
"262",262,"2GRRNDWIOV1SQLT39Y7U73YELM1HWZ","Thu Aug 16 14:26:59 PDT 2012",0,0,"""blicket""","""2""",1,1,"""fep""",1,0,0,1,"""c""",13,"""b""","""correct""","""correct""",1,TRUE,1,TRUE,"""d""","[]","""a""",0,0,5,"255"
